key,original_en,translation,context
3a612f34999527bb9fda44219498931f,There is {0}% probability to eliminate adjacent {1}. Each of the initial mouth of each round of mouth is permanently increased {2},,有 {0}% 几率消除相邻的 {1}，每消除 1 个，每轮嘴炮初始口水永久增加 {2}
c521be966a23bf4bd714fd33de2b2f04,"There is {0}%, the chance of eliminating itself, increase the opportunity to delete the mouth cannon",,有 {0}% 几率消除自身，增加 {1} 次删除嘴炮机会
d9752d85af936170da88476c8e9420a3,Remove {0} {1} on the field and gain {2} {3},,消除场上 {0} 个{1}，增加 {2} 个{3}
da03efa35187b6bcfcec0d93ecbeb51a,"Eliminate the adjacent {0} {1}, every one eliminating one, the initial saliva of each round of mouth will permanently increase {2}",,消除相邻 {0} 个{1}，每消除 1 个，每轮嘴炮初始口水永久增加 {2}
c13fb049caa5db4e1f1ce068df97e23d,"Remove adjacent Verbal Duels with no effects. For each Verbal Duel removed, gain {0} Eloquence.",,消除相邻的无效果嘴炮，每消除 1 个，额外增加 {0} 口水
45a374e9fc2bb3884e08e87230bbb79f,"Remove {0} adjacent {1}. For each one removed, gain {2} own Base Eloquence.",,消除相邻 {0} 个{1}，每消除 1 个增加 {2} 自身基础口水
4c1a290affb1ccd7fabe2665e38f4221,"When all adjacent Verbal Duels are different, gain {0} Eloquence",,相邻嘴炮均不相同时，额外增加 {0} 口水
926568e5c7eaeaf4a32094b679aba697,"Remove adjacent {0} Verbal Duels. For each Verbal Duel removed, gain {1}x removed Eloquence.",,消除相邻的{0}嘴炮，每消除 1 个，额外增加 {1} 倍被消除的口水
761abe285ee8998504189d6053f00346,Remove {0} random Positive Reputations from the opponent and give them {1} random Negative Reputations,,随机清除对方 {0} 个正面名声，随机为对方添加 {1} 个负面名声
7acbce701959797ffaaecd7a49150aee,"When the other mouth cannons are {0}, eliminate themselves, and other mouth guns have the basics of saliva {1}",,其他嘴炮均为{0}时，消除自身，其他嘴炮基础口水增加 {1}
5bb9557320342d3528502e0acf1db8bf,"When removed, grant {0} chances for Verbal Duel removal",,自身被消除时，增加 {0} 次删除嘴炮机会
9c44132ca6dc4dc2721692a50643e8dd,Make other characters in the martial arts generate {0} {1},,使其门派中其他角色对其产生 {0} {1}
b1e0916fc9677f36ce50cd271cc68e78,Inflict {0} stacks of {1} on opponent,,给对方施加 {0} 层 {1} 状态
f3f0fd3b92db063e3c46477260389eec,Remove {0} random adjacent Verbal Duels with Eloquence equal to multiples of {1} and add to own Base Eloquence,,随机消除 {0} 个相邻基础口水为 {1} 倍数的嘴炮，并增加到自身基础口水上
63cedf695a872eb7cee27ceda6081b43,Let them develop {0} {1} toward you,,使其对你产生 {0} {1}
bd231448656011acce3154f92c6572b8,Add the largest saliva with the largest value in adjacent mouth guns,,额外增加相邻嘴炮中数值最大的口水
7c2b07d58dbe04696246bc0c25fdf17f,Remove {0} random Negative Reputations from the opponent and give them {1} random Positive Reputations,,随机清除对方 {0} 个负面名声，随机为对方添加 {1} 个正面名声
03b64febf2636e8e48be5e5c4d5eb1e0,"{0}% chance to remove adjacent {1}. For each one removed, gain {2}x removed Eloquence.",,有 {0}% 几率消除相邻的 {1}，每消除 1 个，额外增加 {2} 倍被消除的口水
435eba8357c20b3e19214cf40d19366b,"When there are no adjacent Verbal Duels, gain {0}x own Eloquence",,相邻没有嘴炮时，额外增加 {0} 倍自身口水
0e8d89655cd9473567c0a49cd26bb65b,"Eliminate all other mouth guns on the field, and increase the saliva that is eliminated by the mouth cannon",,消除场上所有其他嘴炮，额外增加被消除嘴炮的口水
9bf5610e444eb970ff2a61ab482859c6,Clear the opponent's Reputation and give them {0} Reputation,,清空对方名声，并赋予对方{0}名声
