key,original,translation
51479b8fa32d88d441c687b28ac1a36c,两个人对你的态度发生了变化,
127a4c577dbc0a7c1a3269ead618748a,废话少说！！,
eb5deca5ad31e19dfe753f011c50871f,在下爱莫能助。。。,
bdd424d87b16971d535da34891cfcc7d,算你识相！姑娘，看你还往哪里跑！,
53c53dd5a9a5c285f3b5ddef10d451f4,遇到{0}{1}向我求救，我拒绝了。,
94a5d32f3c44abc352919913016e5b70,被仇人追杀，绝望之际，遇到{0}{1}，可惜对方竟然置之不理，感叹江湖人心冷漠。,
132aadeea1adbec6fd73a76b9ea72761,。。。,
b9a84afdb69bffbdc69432f9cccb4e77,此人如此语气，定不是好人！我选择帮助姑娘。,
184edf107672661e6ad0877601e56f20,多一事不如少一事,
962fb45d862a741b622877a2ba4927cb,听说了吗？附近有个盗匪势力，为非作歹。希望能有大侠能剿灭他们，否则日子真的不好过啊。,
b1f8288af0a2cd45e37bb186260c514b,我辈侠士，义不容辞。,
36d5442ad05cc2f7a993592c865a66aa,与我无关，我只想独善其身。,
542137d0f596b714c2554cdc85fa6b88,好吧...人各有志，我不强求你。,
3fbc582d6b24e843fb3eddb2c96a377f,谁扔的香蕉皮！！该死！！不过捡到了钱，哈哈哈,
4c8f7e3f22661b1bd76a160d68ea2c8d,我真是太幸运了，砍个树都能带个好东西！<TDName>（获得制作心得)</>,
632fec3d8370bd04be31b6ed886ecd51,我真是太幸运了，砍个树都能带个好东西！<TDName>（获得铜钱)</>,
a3b69801bc2d4f5d990cd2bdc1bea8f8,真倒霉！<TDName>（获得粑粑)</>,
f61cdce8070cce68f741771d2d9e807d,真幸运！<TDName>（获得金疮药)</>,
4c9ebc3851aea2e927fdf615b832e3a3,真倒霉！<TDName>（获得续气膏)</>,
475550fc985e73bb6d9e36b14e4da04e,真幸运！<TDName>（获得酒坛)</>,
f7fb381bf1a3e5b4226e903b9e4e10de,真幸运！<TDName>（获得制药心得)</>,
faab167270b0fbb0c4b05ac4306aeda5,你要好好努力，以后就把这位置传给你了！,
211f37512fe6317fad0a043a50a88a56,我的就是主人的，您随便坐。,
9232a6ce3e3725509d83771ca8f8c727,感觉如何！？这是我为你打下的江山！！！,
17c6bbf14e5ae1c9e0cbaee899443c37,这位子坐得舒服不！?<TDName>（增加厌恶50）</>,
0c215f107ef4ad0beb83efab6d38ae54,你不看看这是谁的位子！<TDName>（增加厌恶20）</>,
138becc5219d5220826025573d0080a7,你真行！这么快就武技入门了，多多练习吧。,
3241afa4cf5ac3453759bbc020aa9dec,武技已经熟练了，再接再厉，练至小成！,
ab64b34d0de5cb203ec0cdea707e0800,盟主好！,
560515c562945ebbb3ba95e9cd5be9cb,盟主万安,
4bcd80464b6b3252640bb80ef8f9e995,盟主您好~,
3f415a9ae530510cf35c7cf40e725b5d,见过盟主！,
36e36a4d9828f29fe820c403eefe2edd,有人作恶，大家快来帮帮我！！！,
5627d8bf70bf5ff9c536d91c6cb7f113,我来帮你！,
dd339d4aafdceff460379bdb3023ab48,住手！！大家一起上！,
f0abb22f9477067a79771a3a92f9b71f,又一只肥羊！哈哈,
585eba51ba357b7377fa3532d3ee69dc,站住！留下买路钱！,
f59565d49fae33839d77ef61e590bef2,可恨的盗匪！！,
6765ebd421c502ab0b0d74626f0f0b11,盗匪人人得而诛之！！,
a39416a180ce0a9878c8ad499c501902,该死的盗匪！！我和你拼了！！,
8f81d8d6b7e0b6d8a9ca75e28a08ca46,大家一起上！保护村子！,
a9ff3e5b90ecde184318cfab24bbe1fa,盗匪真该死！！,
10cd5fd16508a84019a556345c32582f,就是这个恶贼，我救了他，他竟然还要强夺我的财物！真是丧尽天良！,
a6c4e1b64e20f2bc32be99c0bfff53a7,竟然这样对待爹爹，真是大坏蛋！,
3d31cacd64b4b7da2d35dcdbb84e6b9f,看上去就不是个好人！,
a8ef4f763744218a7401d23a98fe82bf,就是这个恶贼，我救了他，他竟然还要强夺我的财物！抢了我的房字，真是丧尽天良，禽兽不如呀！,
1b3d0b6e8b11fb6ffa99161ec8038b7d,这买卖太好干了哈哈。,
2d4e75968f111c5a83424ce865640b8a,我失去行为能力，{0}{1}趁机要把我关入牢笼。,
83dfaef57074267b8799270c43214dd8,门派重地！不得擅闯！,
2051940bccd51f361f7b8074d2efc53f,你不能进入此地，立刻离开！！,
e933dbbb4d07a2f9644a71d4503a74ef,这里是门派领地，不得靠近！,
8f3706a28d2c23ece2f80ed1a087f292,我已经警告过你两次了！立刻离开！,
0ae18c488626bb866d95362376b48460,再不走我要出手了！！,
a0571e161aa09966d52112be5ff5b2e6,你怎么还没离开？？最后警告一次！,
f644e7149b069591c6561bd1c93eed66,我已经警告过你了！！现在将你收监，小惩大诫，过段时间自会放你出来。,
37057fa24c42f247cc22858c37d94a82,行了，你可以走了，赶快离开这里，否则还会抓你！,
9eafb3b1c6da299cb2f923894678718e,竟敢破坏我门派大旗！！,
77084274bcc2d3e769729331921f7846,住手！！！,
45f9249349c84f8fd81dc5606b5a7353,哪里来的小贼！！住手！,
d4624cd8b7a310ffddede5de0312ad2d,大家一起上！守护门派！！,
b7fe22c34563c38ddd6c0ca7b4e46346,参见掌门~,
422757e44dda00764bfa6b39bfca0ef4,掌门好~,
2a16a90ff0212fb0bc3b06b775eb6406,掌门万安~,
15c85a17a6d7bb949be26a46a196ac6b,见过掌门！,
4388b513685313ae5edd9c8004e94ccf,别泼到我了！,
731cd5b62e42fda4e926a4884ee1261f,你怎么这么调皮！衣服都湿了，不要了。,
72e1735d987763251b80bab427d5974d,讨厌！衣服再湿我也不会脱掉的！！,
6ffe67cb036ca95d70fca7c51e27f340,不错，正好洗个澡，哈哈,
b893d7b3e376bd55b57cb531be730651,别泼了！！冷死了,
7be067377115078c993e3c24b7b94d40,人生苦短，及时行乐!一壶清酒，一身轻松!,
8b73db4d56a73866a3005759f69ad8d6,世态炎凉，唯有这一壶独饮，真真解却万般世俗烦恼!,
5e746ddda051e6a7fd2fc20ee7d9fa9c,世事无常，及时行乐，这杯酒我自斟自饮!,
4a52c89f9f664586232207ec3c41bf60,人生几何，及时行乐，莫失己乐!,
e13121eca6e76e6edb6d9c12c8a152bc,生死定数，富贵非我。及时享乐，不负韶华。,
36ee0f4ee01e0d6edc96703f27405a24,你若能救他，是再好不过了。,
9b614926ca77e48be0c89b00cac9661c,此人作恶多端，万不可救。,
66e5c2a751f629ece593e2e1f14d82f6,站住！你要带人去哪里？！,
9503763bc7f4cbf9329b8ff8333d76c0,多行不义必自毙，呵，死了才好。,
8e965c8537ce6e718ad44d90b820f2bc,相公，你在蹲在那里做什么？,
25628ce66b7e0435a100361b08d314c1,娘子，你蹲在那里作甚？,
f4e2364e1895db770a086ee9a4ff554c,孩子你躲在那里干什么？,
057e1ba2392e7b88107200a586a17739,孩子，你这样被人看到不好。,
e8a8b384d475f64d977245a3db2fe23a,父亲，你蹲在那里做什么？,
e9ea986d1f974da57cb61738d55c46d0,父亲，你这样被别人看到不好！,
57a3f32694ec1b94eb40f5f6ca5bc7d2,娘亲，你蹲在那里做什么？,
4b53fb881cbf7249786c67117d68ea93,娘亲，莫要在那里蹲着了。,
767b01391332e02ab52bfddeed790e53,赶紧起来，莫要被他人看到了。,
2dddc49655520d383c56256712fdc4e0,主上，发现敌人了吗？,
2448fd93a70804b3f187041cddd206fa,主上这是要做什么？,
7f92776f87ba714a7ba56a004838982e,恩？你在练习隐匿的武学吗？,
222229a16deafee45e26f983b50121d1,躲在那里干什么。,
1b6b77170d786d38ab1da6827c4d8838,鬼鬼祟祟！在干什么？？,
5db91a8b6709c533c4904b39378dcb16,奇怪，明明有动静，为什么没有人？,
8211564b536a4eb6aa5b4cca1b798874,你这是什么意思！！！放了我！！,
999ddc59386ae5f88bab0b7566294c2b,你是不是有什么毛病？？还想对我怎么样！！？,
0631d2069e55c752099a17b572c3eaf9,放我出去吧~~~我服了！！,
d8bcdf512eb502a837d3cb7b91bd7b46,放过我吧...我再也不敢了,
5f9fbc8479c98dc0a0bca4b765bd766d,呼呼，好烫好烫，水，哪有水！哪有水！,
735bbbe2e39bc9a3cd50785c9129c1e1,呼呼，好冷，好冷，得找个地方暖和暖和。,
237c929808d16ac87f107e404a63030f,怎么感觉最近这么倒霉呢？,
a117aa87cea18ae6106fedc3356282b0,各位大爷行行好吧，我已经三天没吃东西了。,
303bf42e7b700a08fef3d41c7bb29128,东京有个黄表三，\\n也会吃来也会穿。\\n一生好放官例债，\\n不消半年连本三。\\n巢窝里放债现过手，\\n他管接客俺使钱。\\n线上放债没赊账，\\n他管杀人俺管担。\\n积的黄金拄北斗，\\n临了没个大黄边。\\n莲花落，莲花落。,
391b9b097854944833a4fe94cc07d9c9,看看爷娘不是亲，\\n有钱且去敬别人。\\n三年乳哺成何用，\\n娶了媳妇就要分。\\n好酒好肉老婆吃，\\n不怕爷娘饿断筋。\\n生前不曾见碗米，\\n死后谁人来上坟？\\n莲花落，莲花落。,
40e3038a73d42ce538654b46028f8e99,看看兄弟不是亲，\\n三窝两块说不均。\\n同胞也要分彼此，\\n争多争少要理论。\\n有酒只和旁人吃，\\n自家骨肉作仇人。\\n莲花落，莲花落。,
b545cceab4633a7bf1aaa1217db93d59,看看老婆不是亲，\\n三媒六证结婚姻。\\n嫌贫爱富窦家女，\\n半路辞了朱买臣。\\n墙西有个刘寡妇，\\n守到五十还嫁人。\\n夫妻且说三分话，\\n未可全抛一片心。\\n莲花落，莲花落。,
7446f4c28261cb4c070bc166df115f73,看看朋友不是亲，\\n吃酒吃肉乱纷纷。\\n口里说话甜如蜜，\\n骗了钱去不上门。\\n一朝没有钱和势，\\n反面无情就变心。\\n孙庞斗智刳了足，\\n那有桃园结义人？\\n莲花落，莲花落。,
2dd2125073d38d6ed40dcff05720b0c6,唉，最近买卖真难做。,
d4415667a4c7f6b1b6e4c21f7ae1a2b0,此山是我开，此树是我栽！现在道上的都兴这两句。,
c7701d49d6c2c6909ee6afa6bf0b90c0,传闻咱们绿林有位飞天鼠。\\n飞檐走壁逞刚强，\\n天下第一世无双，\\n盗了国宝向南去，\\n至今无人知何方！,
eb2a0a0d3ef63d4b2e4254cb3eda4296,不如去绑个女人回来，当个压寨夫人哈哈哈！,
64115d591543faa933afcd821fc2aed5,不如逮个男子回来.....,
ae22c4a1e0029fc985ade2cae5f949da,最近没什么好买卖呀。,
4647d3ce03a07e9dbb8f128196f5d9e7,我是不是该去寻点事做。,
1ba327f93f1bae424ffcae5ac46b9b91,再歇息两天应该也没什么。,
c30f1e3553e8003b3083ccaad6b7430d,大丈夫生于天地之间，岂能做些鸡毛蒜皮的小事。,
b4248ef08c9715aa9d4bbd52509fd640,锄禾日当午，\\n汗滴禾下土。\\n谁知盘中餐，\\n粒粒皆辛苦。\\n,
5439d593090e3ad9dda214cc3e7c101e,春种一粒粟，\\n秋收万颗子。\\n四海，四海，后面是什么来着？,
f90a1cc3f5e50181b8e0ebdde3a42c82,希望有个好收成。,
c3b4b2350f6f825440d048861b135d62,我老了之后，会不会就成了卖炭翁？,
0ae67848bcc5fbc695452fc5b05657c9,该去砍柴了吧？不知现在柴火能卖几个钱。,
dfc02cb5044febc6ab5c7b68d3a955a9,渔樵耕读自得其乐。,
684f6822d640a7cf58551efa97f9eba7,我知道一些隐秘的消息，但是我收费有点贵哦。,
b57224ba144561be892012efe4cfc958,「锻造」能力如何圆满,
45aa1998d65702c5480591ae02b55561,最擅长「锻造」的就是欧氏世家了，隐秘世家的位置鲜有人知，收你1000铜钱，不算坑人吧哈哈。,
4fac1ca63fb4975c58f5b18beba9b9f4,这个消息我买了。,
f039969c6602d1f6c0229acfd6f7d616,合作愉快，以后还会来找你做生意的，哈哈哈。,
bb83253a071375d604e5bc6edcb39ef4,铜钱不够，无奈拒绝。,
ad73a73c2395add1d9a0ef4d45638a83,此刻不方便，让他晚些再来。,
694fb08dafcb15d6c2f143e059966bf9,好吧，后会有期。,
da56e3bd0e3aa8ccca3ba99295c9b0f3,「制作」能力如何圆满,
bb99bd7148ece80be4d610b46a889620,最擅长「制作」的就是墨氏世家了，隐秘世家的位置鲜有人知，收你1000铜钱，不算坑人吧哈哈。,
b4aedd1b99d7ce01e555143275846449,「医术」能力如何圆满,
e93af408fd7738abfe5632a360f98097,最擅长「医术」的就是姬氏世家了，隐秘世家的位置鲜有人知，收你1000铜钱，不算坑人吧哈哈。,
d07e3e9627b38adf755a353781904a72,「织造」能力如何圆满,
7be20f9209098efa1f1cc39c3c41919d,最擅长「织造」的就是胡氏世家了，隐秘世家的位置鲜有人知，收你1000铜钱，不算坑人吧哈哈。,
4ef5d8bcec57c000f4865d6ec0d3c719,「音律」能力如何圆满,
912ad86a3bd2fd94577ab12086fc5512,最擅长「音律」的就是师氏世家了，隐秘世家的位置鲜有人知，收你1000铜钱，不算坑人吧哈哈。,
e51fcc0fbb76961c6c78d46a47e4ce6d,「潜行」能力如何圆满,
7b3e6f4e8b34e0de242c55b6b0bc5855,最擅长「潜行」的就是时氏世家了，隐秘世家的位置鲜有人知，收你1000铜钱，不算坑人吧哈哈。,
eea241c5ddb64051262285cdc436d94b,「奇术」能力如何圆满,
d69b93108fe9140cacec55fa818ccc7e,最擅长「奇术」的就是柳氏世家了，隐秘世家的位置鲜有人知，收你1000铜钱，不算坑人吧哈哈。,
0b764f9ca0d9aaee910790241af3b66c,「乞讨」能力如何圆满,
2c3877b4591de34ae12b57226932a084,最擅长「乞讨」的就是苏氏世家了，隐秘世家的位置鲜有人知，收你1000铜钱，不算坑人吧哈哈。,
bd5298834a8789646922c5533f10f40a,「营造」能力如何圆满,
6589e5acccf4e8a14b9652e0d91292a0,最擅长「营造」的就是公输氏世家了，隐秘世家的位置鲜有人知，收你1000铜钱，不算坑人吧哈哈。,
a0951905552b9b49860041e986bcef27,大侠实力超群，在下知道几个险恶之地，那里有可怖的生物，有没有胆量去试试？,
58f80b37aca9790bfbd7527861ebcd8c,喜欢挑战自己，询问位置,
78ad6899304786ed908140dd29d9f64f,【极恶寒潭】十分寒冷【熔岩火山】酷热难忍【瘴云岭】毒瘴深邃。这些区域的环境十分险恶，大侠千万小心。,
597a204eea2d09adfd7346622aabd43f,我想挑战【极恶寒潭】,
192edbf86ec69d255ef5171796baeb8f,多多保重！,
16cb3703534c4be36d9d734f20f48f61,我想挑战【熔岩火山】,
db2764c76b067a2393df35b97f4d3b83,我想挑战【瘴云岭】,
7612cd3c4f863b916a59821578e83d10,暂时不感兴趣。。,
21b1e477d7544a1846bb24f1f70ff9ef,恩人，之前多谢你出手相救，我看你经脉大损，这是我珍藏的洗髓丹，你拿去吧。,
17ba66a3c114cb59535e74d6c289dd9e,获得5个洗髓丹,
a0aff3792d4e9546a5f32dd03f7ef674,多谢姑娘,
c9790b28b9341260940b710c96caf2ea,你对我有救命之恩，我怎样对你好都是应该的。,
ec22f4aa3a0f5bba502dd44627a19914,你快点全吃了吧。,
6ca3028115ac6af5941debf29c073162,我经脉隐疾过多，{0}{1}赶来送了我5个洗髓丹。,
692342b47af8afcb28740e42d182737e,感激莫名,
b305d36f1bfc0eb6dfbdd915999bc4a5,多谢英雄救命之恩，小女子无以为报，愿以身相许。只是不知恩公是否已经心有所属。,
be201746bff192ef4867e1f1d63b2d98,表示已有钟情之人,
163c7a6a0a57dbf70055c3f43a7589d8,既如此，小女子愿认恩公为义兄，不知是否有此福分。,
548e8ac18259472cf3a8dbcc8fe3254e,求之不得,
c8994c8ce146fafb2cffa2b0be06df66,我救了{0}{1}一命，与她结为异性兄妹。,
d7e5e65fb04d6ba1fdc9c672342ad0aa,义兄再上，请受小妹一拜。,
3e0550e6b9eaf2ea12c5950d1812656b,双方结拜为兄妹,
bcfbcbf4ab377131a0340e1df61ed0e9,义妹好,
1e23b1540e997fa5bea5354cfd5d4e77,再次拒绝,
08bdaaf5ac65738b3b47dab15694789d,那...能否收小女子为麾下，只求能留在公子身边，端茶倒水，洗衣叠被，已报救命之恩。,
22f005b9d3e4dba4917dbb202c9a2627,勉为其难答应她,
fb3df79880e866290f359021c3335b5c,我救了{0}{1}一命，最后将她收为麾下。,
5ac6e2c71848023844c27f2dda844113,属下今后愿追随左右，侍奉终老。,
0de494c5a0fd55202c1b702dac44a8d4,将对方收入麾下，信任增加了,
ac2c8f13c6e60810197b19d683f5f184,好,
7d9109c0f14c0d2f894ade6617903e7f,狠心拒绝,
300ba77177ff33943227b8c3dc3b9b8f,那小女子就此别过，祝恩公鹏程万里，一世平安。,
ce178197e10d28e73b70a19f7c3b6508,我救了{0}{1}一命，她要与我建立亲密关系，我再三拒绝，她只能失望离开了。,
e0656dacbf29dd1c6a196d90f94f233a,对方感到悲伤,
87190b2ef188503e28ed212eaf48b6d5,再会,
cdf494ed8f70735a35aba9edb2185d27,表示钟情之人已经去世,
49d37ab7e816fe15cbcdf2242e584644,节哀顺变，恩公前途光明，切莫过度悲伤，相信姐姐在天之灵也希望恩公可以幸福。,
0976d278a0cc1c947343ffc1ab741c0f,多谢,
2e95a8b2ef20a30b5ab622cb7b293540,表示没有情投意合之人,
9dd6e1fc68a13b29cbe1b52cc390b9af,对方还是希望与我结为情侣。,
4e0cda58d67034822b363b0163e94cc2,表示愿意结为情侣,
f071eae9118723201a941eb90f00caed,我救了{0}{1}一命，她愿以身相许，与我结为情侣。,
c7e162c94e9e6b1cfbeb94f94af73ec8,双方结为情侣，对方心愿达成，面露喜色，对你的信任增加了,
0218cbc88086353118fea07e364334d4,开心,
d93014d970fbd6d51176327d57568771,委婉拒绝,
e2cd79e26aec0c82da3261b3a5934674,如果你要寻找增加状态的食物，可以去酒馆的酒架或者商船购买，不过不一定会有，可以多跑一些地方看看。也可以自己练习烹饪能力。,
308449837f02049f1d8f8a9fd1f27286,了解了，多谢相告,
235959c991126474de2535133859a7cf,现在世界越来越热闹了，门派也会相继出现的，你想知道各个门派的武学流派吗？,
70dbc7b158749b05b010c5525a95cef2,能详细讲讲吗？,
1a41a3528c525f181bec55086624fa1a,"<TDName>「野兽流派」</>习得草原百兽之姿,与天地交通,精通兽语能驯服飞禽走兽,借助它们之力,内功深厚,学成此道,出手一招,兽群涌起,气势如虎。\\n<TDName>「寒冰流派」</>修炼极寒武功,内力寒冷如冰,足以结冰三尺,习得此道,一掌拍出,寒冰透骨,对手招式登时僵直,动作迟滞,被冰封住要害,只能任其宰割。\\n<TDName>「醉意流派」</>酒入醉酒心法,醉打明石,酒量绝人,习得此道,一杯下肚,打出醉拳,虚虚实实,出其不意,对手慢慢陷入醉意,全无还手之力,只知跌倒东歪西倒。\\n<TDName>「暗器流派」</>善使暗器之术,变化无穷,出手速度如风,习得此道,暗器如雨下,对手来不及防御,已中多处要害,血流满地。\\n<TDName>「厄运流派」</>习得厄运心境,会诅咒之术,把对手引向厄运,习得此道,一念诅咒,对手落入厄运漩涡,事事不顺,运气全失,精神崩溃,再无反击之力。 \\n<TDName>「灼热流派」</>修炼火焰武功,内力炽热如火,善用灼热伤人,习得此道,出手一招,烈火熊熊,对手被灼得千疮百孔,皮开肉绽,痛苦不堪,焦头烂额,死状甚惨。\\n<TDName>「毒瘴流派」</>精通各种剧毒之术,善使慢性毒药,习得此道,对手被下毒之后,慢慢消瘦,体力衰竭,各种症状缠身,最终痛苦难当,求生不得,求死不能。\\n<TDName>「蛊术流派」</>专精蛊术心法,用诸般虫蛊来操控人心,习得此道,下蛊一招,虫入对手体内,蛊惑心智,被操控意志,听命于人,失去自我。\\n",
3725d73dfaf45912b858800a1ad468af,野兽流派,
9402798306f7433e2d1943b12af7e21a,"此派立派<TDName>「万兽山」</>,峰峦叠嶂,兽踪遍野,飞禽走兽,云集此山,气象万千。",
9d8f18cd5d5b98fa39bb9d4fe54a8e10,多谢！,
08d6585bf533e892b58ca9eda0b8cff3,寒冰流派,
4836cb08dea2ad2c838514c8d4ea3bee,"此派立派<TDName>「北邙山」</>,积雪皑皑,寒冰森森,峰顶终年不化,下山一里,四季如冬,寒气逼人。",
011fddd37cca8c8ddde73e4b01036efd,醉意流派,
f76b648a27a5e6269e899aff0c45cbfa,"此派立派<TDName>「醉仙湖」</>,湖光山色,美不胜收,碧波万顷,红莲相依,湖畔小酒,醉意袭人,真是人间仙境。",
6c173f79e64df2314871f56ae749f863,暗器流派,
da36eec1f250522d7d1fa05a5a7feccf,"此派立派<TDName>「竹香潭」</>,一片绿洲,在茫茫沙海之中,湖水碧蓝,竹林苍翠,气候温和,景色宜人,是练暗器的好去处。",
cc79f9bb5a477f77c1e68c950fb8bf74,厄运流派,
7d60d7de5eb5c299bb8a707eb0acceec,"此派立派<TDName>「九狼窟」</>,一片黄沙之地,洞穴盘根错节,光线晦暗,狼虫满地,阴森可怖,是修习厄运之术的最佳场所。",
dc9a5a966f578975ea061704e83f6a5b,灼热流派,
20fa2b52246671ec0c80a649c654eadb,"此派立派<TDName>「赤壁峡」</>,岩浆熔岩,火山喷发,赤红滚滚,灼热难近,常人难以近身,是修炼灼热武功的绝佳去处。",
36a4a16d22b8c51a550f2eae317a80bf,毒瘴流派,
05148366f287d950e27e3c69f89347e8,"此派立派<TDName>「幽冥谷」</>,阴森沼泽,毒虫满地,瘴气四窜,草木龙飞,走进一步,立刻中毒,是学习各种剧毒之术的最佳场所。",
ae9c14f71b2d5acef7ddfb954f35902c,蛊术流派,
1c75654ad0220cc126a8c360315444a7,"此派立派<TDName>「龙脊谷」</>,沼泽遍地,蛊虫滋生,是蛊术心法修炼的天然乐土,各种蛊虫,云集此地,远近闻名,人人忌惮。",
fa97802ff89fc28056925243ba1be97f,嗯~~~好臭啊~~！！,
05353653e112c09a1d55c19b618e760c,她捏着鼻子一脸的嫌弃,
209d9d94550a0313dd73cc588616fd24,小姐，你有纸吗？,
a7b2c5d629b0ee5d32498344b855c59d,给你给你，走远一点，臭死了！~~,
7f871139c932d735bcaf9bd37d41ffc5,她厌恶的随手从怀里掏出一卷纸扔给了你,
648afa2a516bc4e7a6d6c5e7803f8079,谢谢啊,
fd0941fa997bd8af47946ed914340414,真是个可怜虫。。。,
8d97cb161bfbfb985994401114d0eab3,我吃坏了肚子，{0}{1}嫌弃我发出臭味，随手送我一卷纸，没想到竟是一本内功书。,
8dc6d3e3d74d72ae74e3d468df0f26a7,给你的竟然是一本秘籍,
304d688050235f04fbfb89ae3bd6b462,装聋作哑,
75287eb7793f9912689ba3c4fa6f89e3,是个哑巴啊。。你记着，以后不要吃不干净的东西。,
0b9fce9fac4272490d900f06a91ab38a,我吃坏了肚子，{0}{1}可怜我送给我2个祛毒膏,
4573bf96f044d91ea74b2bc4807d9e92,{0}{1}从怀里掏出两个祛毒膏扔给了我（并对我产生了怜悯态度）,
db84f1697c9979a605ca74cedba13bf5,......,
cf93571f21a354050e8115855e99573d,您的武艺和名声，早就传遍江湖，在下非常仰慕大侠，想要跟从您，小的武艺平平，但绝对忠心，您若不嫌弃，在下愿为大侠鞍前马后，在所不辞！,
394a805b0c32b486806bcde0dda13fb3,收为麾下,
48663b6b5a763886852f18d2442c8241,{0}{1}仰慕我的实力和声望，前来投奔，收入麾下。,
e75ca24e8656f8175aafc230e8c5a7ef,多谢大侠赏识，小的定不负所托，誓死追随！!,
d5a2892b7a402a8aa235a65778b21369,对方对你的信任达到了极点,
195b8a6b82371563c671d929d603c897,满意,
7173f80900ea2ff9fec6568115611305,拒绝,
fa92a17ccfef2fc5e89f412f7b0b0e86,我明白了，在下实力不足，难入您的法眼。在下就在此道别，若有缘分，还希望能与您再度相遇。愿大侠您的再创高峰，扬威江湖！,
fdf7faaeea84cf8892f0e5cb4dbab73b,{0}{1}仰慕我的实力和声望，我拒绝了。,
96193737b6197cca98b831165c459ff1,恭喜你成为了一派掌门，小小贺礼，敬请收下。,
8a2c112bbf3dfe04e6fadf718d8ee000,获得1件珍品,
72e4236560d3377625a342bb9a0dc717,欣然接受,
e57efa4710fcd9cd6d016c7b6a00de21,多谢掌门！,
1bd5a583743b62f3c0aa1a53bddbd428,婉言拒绝,
54154384f3453c6e413bc77cf563ab67,那好吧，后会有期。,
b89036f95374055dea94973956395d1f,你没有什么前途，我不同意孩子与你交往，你们两个立即分手，否则别怪我不客气！,
2c633b21862d386d3308a4467b7a8db4,不求你是武林盟主或者一派掌门，你连个长老都做不到，我孩子跟着能有什么好日子过？？,
ebf3d245371d4db76758207cc79000c2,询问情侣的意思,
104e41b10b23d593e7ed7bd97d1c06d6,这不是我的意思，我怎会看不起你！？是父母一意孤行！！我与你生死与共绝不分离！！,
b858639ce9aed7ca0789d5d878ab1b7c,好！！,
13b22dc825816f21cc9730bcbfce4a88,你这傻孩子！真的是气死我了！！！他能有什么出息，你跟着只会受苦，一定要分开！！,
0328fe30a366fb162dca01d0fcc0cc97,三十年河东，三十年河西！莫欺少年穷,
